Feature.ID	ST3_Total_Exon_Reads_fwd_RNA.Seq	SB3_Total_Exon_Reads_fwd_RNA.Seq	SC3_Total_Exon_Reads_fwd_RNA.Seq	SL3_Total_Exon_Reads_fwd_RNA.Seq	SC4_Total_Exon_Reads_fwd_RNA.Seq	SL4_Total_Exon_Reads_fwd_RNA.Seq	ST4_Total_Exon_Reads_fwd_RNA.Seq	SB4_Total_Exon_Reads_fwd_RNA.Seq	SC2_Total_Exon_Reads_fwd_RNA.Seq	SL2_Total_Exon_Reads_fwd_RNA.Seq	SB2_Total_Exon_Reads_fwd_RNA.Seq	ST2_Total_Exon_Reads_fwd_RNA.Seq	SC1_Total_Exon_Reads_fwd_RNA.Seq	SL1_Total_Exon_Reads_fwd_RNA.Seq	SB1_Total_Exon_Reads_fwd_RNA.Seq	ST1_Total_Exon_Reads_fwd_RNA.Seq
KRT1	4	1973	0	3	8	1	3	13	0	0	1	4	1	8	0	4
KRT10	34	11878	20	20	38	35	75	4	50	0	49	27	10	13	82	26
KRT12	5	0	3	2	0	0	3	0	10	0	20	0	6	15	4	0
KRT13	436	57662	28	41	31	51	450	58	35	13	7697	6289	44	11	8	4071
KRT14	103	13182	12	8	11	36	287	25	23	14	5	336	28	10	28097	520
KRT15	53	1388	35	2	25	0	141	11	5	1	527	381	6	3	176	193
KRT16	44	9668	7	5	8	15	60	1	9	2	0	60	1	4	678	278
KRT17	19	5378	106	9	89	22	42	56	49	2	187	101	7	5	4213	94
KRT18	45	86	1762	2942	1093	1362	43	19	8227	227	419	70	1929	203	8001	46
KRT19	29	322	1287	25	845	63	83	132	2998	27	4009	364	647	12	16503	142
KRT2	10	27	0	0	0	1	24	0	0	0	0	11	0	4	0	35
KRT20	11	1	822	0	1520	1	4	98	1267	1	2098	1	893	17	2	6
KRT222	12	2	0	13	0	14	0	0	23	0	9	10	3	10	0	7
KRT23	17	74	333	6	198	2	22	30	885	1	463	136	22	11	19	67
KRT24	11	102	1	3	0	0	16	0	0	0	0	108	0	11	0	86
KRT25	9	0	2	1	0	0	4	0	25	0	0	0	0	4	0	0
KRT26	5	0	1	6	1	0	1	0	0	0	0	0	0	5	0	0
KRT27	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0
KRT28	10	0	0	1	27	1	2	0	0	0	0	0	0	3	0	0
KRT3	3	10	1	1	0	0	3	2	0	0	1	1	0	12	0	0
KRT31	1	0	0	0	0	0	1	0	0	0	0	1	0	2	2	0
KRT32	2	0	0	0	0	0	2	0	0	0	0	3	1	2	2	0
KRT33A	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0
KRT33B	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
KRT34	7	9	1	1	0	0	4	0	0	0	0	1	0	6	0	0
KRT35	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0
KRT36	1	7	1	0	0	0	2	8	1	0	1	2	1	2	0	1
KRT37	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
KRT38	2	0	1	0	0	0	4	0	0	0	0	0	1	5	0	1
KRT39	2	0	3	0	0	0	0	0	2	0	0	0	1	10	0	0
KRT4	336	1280	2	1	1	2	146	10	13	2	3	8840	28	9	2	4073
KRT40	6	0	7	0	0	8	0	1	6	0	0	6	0	14	0	2
KRT5	239	17886	16	11	17	8	750	58	26	3	3	1750	4	8	1019	1821
KRT6A	200	64115	48	43	23	62	584	104	24	3	2	958	8	7	7086	1964
KRT6B	29	11833	15	8	17	6	55	1	17	0	0	55	5	8	548	145
KRT6C	45	21942	11	20	17	7	18	51	4	0	0	12	0	4	58	34
KRT7	11	84	9	18	39	58	16	74	129	25	2077	20	46	12	8948	14
KRT71	2	1	0	2	0	0	0	1	0	0	0	0	0	6	0	0
KRT72	8	1	0	2	0	0	11	0	0	0	0	19	0	5	0	3
KRT73	7	0	0	0	0	0	17	0	2	0	0	16	0	4	0	11
KRT74	5	0	1	0	0	0	3	0	2	0	0	1	0	6	0	1
KRT75	2	87	0	0	2	30	0	0	23	0	0	0	0	5	3	1
KRT76	11	1	2	1	0	0	2	0	0	0	0	5	0	7	0	27
KRT77	6	0	1	0	23	0	5	0	0	0	1	1	1	7	0	1
KRT78	20	386	2	1	0	0	31	0	1	1	1	425	2	4	0	195
KRT79	0	15	0	0	0	5	0	0	0	0	2	5	0	4	0	1
KRT8	49	79	3136	2661	2681	1235	30	313	9475	298	1257	51	2678	220	10816	32
KRT80	28	355	100	8	194	12	88	1	223	0	113	124	85	12	456	195
KRT81	1	0	0	0	4	5	0	0	9	0	0	0	0	4	8	0
KRT82	3	0	1	0	0	0	2	32	0	0	0	0	0	3	0	1
KRT83	4	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0
KRT84	2	0	0	0	0	0	3	0	0	0	0	2	0	6	0	3
KRT85	1	2	1	0	0	1	1	1	0	0	0	0	0	3	0	0
KRT86	2	2	1	0	11	0	0	0	3	0	1	1	1	1	24	0
KRT9	9	3	5	3	1	0	4	1	8	0	0	0	2	7	26	0
KRTAP1-1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
KRTAP1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KRTAP1-5	1	23	0	0	0	0	0	0	0	0	0	0	1	4	3	0
KRTAP10-10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRTAP10-11	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
KRTAP10-12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KRTAP10-7	2	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0
KRTAP10-9	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
KRTAP11-1	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KRTAP13-1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
KRTAP13-2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP13-3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
KRTAP13-4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KRTAP15-1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KRTAP16-1	1	0	1	0	0	0	8	0	0	0	0	0	0	2	0	0
KRTAP17-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KRTAP19-3	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
KRTAP19-4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KRTAP19-6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP19-8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP2-1	3	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
KRTAP2-2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KRTAP2-3	1	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0
KRTAP2-4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP20-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP21-1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KRTAP21-2	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0
KRTAP21-3	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
KRTAP24-1	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
KRTAP25-1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
KRTAP26-1	3	0	3	1	0	0	5	0	0	0	0	0	0	2	0	1
KRTAP27-1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
KRTAP3-1	1	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0
KRTAP3-2	1	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0
KRTAP3-3	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0
KRTAP4-1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0
KRTAP4-11	5	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0
KRTAP4-12	2	0	1	0	0	0	11	0	0	0	0	0	0	5	0	0
KRTAP4-3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KRTAP4-5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-6	1	0	0	0	0	0	4	5	0	0	0	0	0	2	0	0
KRTAP4-7	4	0	0	0	0	0	4	0	1	0	0	0	1	5	0	0
KRTAP4-8	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KRTAP4-9	2	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0
KRTAP5-1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0
KRTAP5-10	0	0	1	1	4	0	0	0	0	0	0	0	0	3	1	0
KRTAP5-11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KRTAP5-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KRTAP5-4	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0
KRTAP5-5	2	0	2	1	3	0	1	0	2	0	0	0	3	4	0	0
KRTAP5-6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KRTAP5-7	1	0	1	0	1	0	5	0	0	0	2	0	0	1	5	0
KRTAP5-8	1	0	0	1	0	0	0	0	6	0	0	0	0	2	0	0
KRTAP5-9	2	2	3	0	3	0	1	0	4	0	4	2	2	3	5	0
KRTAP6-3	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
KRTAP7-1	1	0	0	1	0	0	0	0	0	0	5	0	1	5	0	0
KRTAP8-1	1	0	1	0	0	0	0	0	0	0	6	0	0	2	0	0
KRTAP9-2	3	0	1	0	0	0	1	0	1	0	0	0	0	5	0	0
KRTAP9-3	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
KRTAP9-4	1	0	1	0	0	0	1	0	0	0	0	0	1	3	0	0
KRTAP9-8	3	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0
KRTAP9-9	1	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0
KRTCAP2	26	62	120	65	62	54	69	23	348	6	181	131	146	41	338	86
KRTCAP3	4	10	108	14	120	2	21	27	76	8	97	27	95	4	168	18
KRTDAP	5	545	0	1	0	0	0	0	0	0	1	0	1	1	0	2
KSR1	43	194	73	28	64	82	151	22	248	0	166	148	71	10	55	110
KSR2	41	4	22	17	47	0	106	11	0	0	242	46	16	66	21	10
KTN1	379	2249	1346	1176	7135	2482	1655	354	2695	97	1226	2187	1807	388	6528	1457
KXD1	37	125	187	103	89	149	111	153	517	5	202	145	102	20	623	83
KY	10	7	1	6	4	0	5	0	0	0	3	2	2	11	1	8
KYNU	47	61	42	203	34	83	107	2	3	9	95	233	139	96	519	177
L1CAM	7	45	63	2	324	1	21	10	472	2	6	16	23	2	42	16
L1TD1	15	2	7	5	21	0	23	0	7	1	1	2	1	21	0	0
L2HGDH	43	75	48	100	32	55	63	149	103	2	119	98	112	78	413	77
L3HYPDH	11	29	13	20	7	48	37	1	24	13	11	61	34	12	156	22
L3MBTL1	15	40	34	5	74	26	65	16	66	2	65	81	8	9	105	51
L3MBTL2	38	67	60	98	50	57	120	1	216	22	98	198	69	30	289	95
L3MBTL3	58	73	104	30	172	12	169	1	88	0	71	325	58	47	153	161
L3MBTL4	21	104	99	158	10	91	34	1	139	0	70	71	47	69	168	58
LACC1	68	195	337	70	972	285	329	5	317	6	197	216	136	40	236	140
LACE1	12	14	15	24	54	14	22	1	0	0	16	50	28	22	58	29
LACRT	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
LACTB	27	66	57	113	49	41	48	12	341	1	148	112	125	33	415	66
LACTB2	12	34	55	75	95	84	38	0	220	20	160	63	129	46	134	51
LACTBL1	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0
LAD1	29	815	262	94	722	44	92	23	522	4	359	118	494	17	651	122
LAG3	8	2	0	3	0	13	13	11	2	0	12	19	4	5	43	6
LAGE3	3	13	14	5	4	2	12	1	39	0	28	4	6	1	14	7
LAIR1	57	24	30	20	31	100	153	10	289	1	112	246	85	14	317	119
LAIR2	4	0	1	1	0	1	17	0	5	0	1	1	4	1	7	1
LALBA	4	0	3	0	0	0	5	0	0	0	0	0	0	6	0	0
LAMA1	43	103	26	9	35	0	16	4	71	1	22	5	19	59	181	2
LAMA2	109	1949	187	132	276	418	40	180	2088	5	298	270	324	106	347	162
LAMA3	139	1003	179	38	914	49	363	195	426	9	33	459	1079	75	19902	362
LAMA4	97	913	391	118	318	186	193	54	2540	11	273	466	383	58	2189	367
LAMA5	55	366	281	210	355	277	164	201	415	11	531	228	468	50	2747	174
LAMB1	90	1328	719	113	1538	736	69	218	3920	21	478	201	1113	93	2248	189
LAMB2	51	624	396	407	283	477	80	109	1026	30	84	261	267	104	1739	164
LAMB3	13	470	456	39	482	9	49	31	402	9	77	120	519	26	9533	100
LAMB4	13	9	2	1	30	2	5	0	2	0	0	11	3	30	8	8
LAMC1	142	2212	1059	583	1477	429	222	94	3413	87	348	735	1031	146	5054	512
LAMC2	41	467	419	27	1506	19	160	35	645	9	16	158	1230	53	20180	160
LAMC3	3	122	21	17	17	146	1	45	4	3	29	8	30	6	40	1
LAMP1	118	869	1731	736	751	721	258	106	2559	163	1325	553	1320	245	4763	362
LAMP2	201	1023	1524	950	1570	958	400	111	1655	217	718	1098	1265	304	3771	820
LAMP3	48	107	50	3	20	10	183	28	1	1	761	197	15	17	336	169
LAMP5	13	19	7	0	4	2	16	124	89	0	7	22	18	10	50	11
LAMTOR1	31	101	204	120	113	82	127	42	591	27	153	175	102	32	1313	110
LAMTOR2	12	37	104	79	33	142	14	2	255	53	86	28	69	11	290	16
LAMTOR3	50	218	115	63	221	36	166	2	405	1	180	336	313	57	525	240
LAMTOR4	6	49	92	42	39	15	30	0	352	12	134	77	115	23	252	62
LAMTOR5	20	108	90	70	74	64	44	1	406	2	101	87	77	14	120	50
LANCL1	121	362	280	174	350	85	371	62	433	13	816	718	295	66	693	522
LANCL2	15	79	88	90	98	64	50	2	142	13	60	120	51	27	427	64
LANCL3	6	18	21	0	2	0	2	0	0	0	39	9	15	4	28	12
LAP3	98	182	282	614	252	471	177	10	967	85	414	479	345	105	1889	278
LAPTM4A	94	974	620	506	361	366	126	50	2328	75	827	558	742	122	3053	435
LAPTM4B	27	181	241	73	75	41	49	1	618	7	77	94	161	31	942	106
LAPTM5	341	188	161	153	96	320	1189	69	1083	4	489	1659	297	28	1003	1072
LARGE	32	145	106	94	96	39	142	3	107	19	144	127	135	68	54	68
LARP1	268	1293	1480	961	2268	568	1158	164	2258	111	1596	1402	1552	189	2564	890
LARP1B	65	234	164	405	218	677	198	45	550	1	243	347	347	157	454	198
LARP4	183	714	688	895	820	999	488	26	1249	66	841	981	1199	357	1214	712
LARP4B	171	826	1051	287	795	292	666	77	730	36	805	1025	901	89	2226	611
LARP6	8	51	32	22	20	20	15	1	52	0	32	22	17	6	51	8
LARP7	88	249	133	191	434	337	278	66	575	1	347	464	205	50	410	230
LARS	209	608	311	229	1353	267	559	21	937	37	1016	1204	789	122	1216	696
LARS2	43	117	147	110	182	109	126	102	80	10	149	180	112	42	369	120
LAS1L	31	97	92	77	432	86	123	3	247	12	135	137	68	17	435	95
LASP1	135	529	991	960	1651	376	564	146	1476	97	897	675	587	146	2563	340
LAT	25	25	3	7	7	3	74	3	15	0	25	112	15	2	24	50
LAT2	51	27	3	19	39	41	358	33	59	0	26	207	70	6	148	114
LATS1	183	525	412	178	624	189	594	79	823	2	333	1085	495	83	723	593
LATS2	40	459	278	183	200	331	59	31	553	5	66	146	195	34	411	120
LAX1	89	115	20	19	22	67	356	80	148	0	134	730	31	19	134	332
LAYN	18	75	10	2	29	6	18	1	90	2	25	35	29	12	118	24
LBH	129	382	167	23	281	159	492	55	1185	19	141	920	152	19	1318	527
LBP	21	1	154	3599	75	2049	19	169	27	167	5	1	740	878	3	9
LBR	162	278	812	283	582	233	674	103	845	14	387	934	588	117	1106	677
LBX2	1	2	0	10	0	0	0	0	0	0	0	0	3	0	20	2
LCA5	29	123	50	18	146	9	24	0	72	0	50	65	72	24	133	40
LCA5L	21	7	9	6	0	0	2	0	0	0	20	2	4	19	7	1
LCAT	9	31	12	248	1	95	19	30	27	24	36	11	36	64	32	4
LCE1A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
LCE1E	3	0	1	3	0	0	1	0	0	0	0	0	1	9	0	0
LCE1F	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LCE2A	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LCE2B	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LCE2C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LCE2D	1	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1
LCE3A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
LCE3D	5	113	0	0	0	0	5	0	0	0	0	3	0	0	0	15
LCE3E	3	71	0	1	0	0	3	0	0	0	0	1	0	1	3	2
LCE5A	2	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0
LCE6A	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
LCK	41	35	6	7	2	56	212	1	39	0	54	292	21	8	55	166
LCLAT1	48	263	284	153	369	187	123	3	416	11	382	273	378	59	1209	125
LCMT1	24	92	84	32	68	2	76	112	206	1	114	105	62	22	255	72
LCMT2	16	35	13	33	33	2	40	1	38	0	59	60	33	11	140	53
LCN1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LCN10	1	4	0	2	0	0	20	0	10	0	3	16	0	0	0	9
LCN12	0	0	2	4	25	3	2	0	0	0	0	0	3	2	0	0
LCN15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LCN2	10	675	371	22	81	88	48	28	883	1	2	188	421	7	1802	168
LCN6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LCN8	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0
LCNL1	0	6	0	0	0	8	4	0	0	0	0	4	1	0	0	4
LCOR	254	699	957	443	1439	841	975	100	783	44	1007	1462	1025	156	928	983
LCORL	62	131	324	46	230	77	259	125	137	1	124	414	258	56	276	239
LCP1	639	372	175	249	210	575	2968	42	1102	94	1170	4730	426	128	3394	2817
LCP2	138	130	87	70	168	315	434	58	245	5	266	850	117	45	373	395
LCT	10	0	3	5	27	0	11	67	0	1	2	4	0	16	2	0
LCTL	3	5	1	0	3	0	0	0	0	0	0	1	1	8	7	0
LDB1	70	242	111	36	247	150	205	11	145	4	214	294	63	23	210	156
LDB2	36	206	53	61	98	133	37	27	348	10	43	114	78	33	82	64
LDB3	33	30	9	6	43	0	11	4	6	6	2	69	12	19	5	85
LDHA	288	2989	3743	3209	5631	2480	764	274	9738	252	1343	1405	1624	672	8548	1075
LDHAL6A	3	0	2	2	1	0	2	0	1	0	42	4	1	5	3	2
LDHAL6B	6	0	3	1	0	0	4	0	0	0	0	1	2	9	2	0
LDHB	141	241	330	44	592	113	309	5	1337	18	773	823	126	19	468	511
LDHC	1	0	0	2	0	0	1	0	0	0	5	4	1	6	0	1
LDHD	1	4	18	155	7	38	8	0	15	19	6	4	23	54	20	3
LDLR	31	1412	322	2249	403	1577	90	73	510	165	394	98	325	216	987	135
LDLRAD1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	7	0
LDLRAD2	5	11	5	3	3	1	6	0	57	0	7	9	12	2	8	7
LDLRAD3	12	106	40	15	158	60	18	2	57	23	11	28	20	16	196	32
LDLRAD4	108	413	209	151	274	259	366	145	262	42	132	771	228	145	87	431
LDLRAP1	28	91	72	102	170	60	92	12	120	37	142	178	50	23	433	137
LDOC1	7	19	11	1	5	14	18	48	88	11	69	18	2	2	9	8
LDOC1L	27	168	100	54	326	101	92	22	230	9	178	142	153	42	561	86
LEAP2	6	5	40	619	49	580	7	30	16	62	8	10	122	132	1	3
LECT1	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
LECT2	7	0	11	296	2	177	0	1	19	10	0	2	54	96	0	0
LEF1	122	90	40	2	17	33	273	1	334	1	43	507	41	15	197	443
LEFTY1	5	0	31	0	11	0	0	0	305	0	0	0	2	2	0	0
LEFTY2	2	1	0	3	0	1	5	0	0	0	0	0	1	2	0	0
LEKR1	37	12	17	15	0	1	27	0	30	0	32	18	9	19	17	14
LELP1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LEMD1	5	0	4	0	44	0	2	0	23	0	0	3	35	6	101	0
LEMD2	43	136	186	77	243	243	142	20	151	10	176	205	103	19	467	104
LEMD3	71	296	269	114	241	190	216	122	207	6	212	473	275	51	354	334
LENEP	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0
LENG1	6	10	11	15	17	37	22	1	40	5	11	30	5	3	28	15
LENG8	232	755	406	238	928	801	1348	162	661	40	886	1067	543	50	872	585
LENG9	3	16	4	3	32	12	16	0	6	0	15	13	5	4	28	5
LEO1	45	203	77	154	173	96	139	2	281	0	178	227	167	42	228	132
LEP	12	0	9	2	5	0	5	0	3	0	2	2	6	6	0	1
LEPR	98	113	135	685	208	697	46	15	316	43	64	391	401	429	717	278
LEPRE1	21	116	99	63	14	20	61	2	226	6	71	88	54	25	233	50
LEPREL1	24	216	39	62	70	83	28	1	90	7	11	20	61	26	112	18
LEPREL2	6	82	23	5	60	79	19	0	220	9	13	12	17	3	131	12
LEPREL4	4	36	34	4	89	0	8	0	200	0	19	10	27	2	305	6
LEPROT	5	56	51	21	1	1	7	0	35	0	67	50	50	18	254	40
LEPROTL1	114	282	317	99	253	144	255	27	266	32	189	722	251	54	478	504
LETM1	32	299	326	175	132	179	180	40	335	15	233	237	161	44	1008	182
LETM2	9	13	5	1	4	0	3	13	30	0	5	16	10	6	86	11
LETMD1	66	100	196	109	215	44	224	0	306	9	345	396	241	68	404	229
LEUTX	1	2	0	0	0	0	1	0	0	0	0	0	0	11	0	0
LFNG	42	126	123	12	365	107	81	24	404	0	16	139	198	7	161	72
LGALS1	16	201	73	19	28	46	22	22	986	3	54	67	90	13	916	40
LGALS12	1	1	1	1	0	0	2	68	1	0	0	0	0	6	1	0
LGALS13	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LGALS14	8	0	0	0	0	0	2	0	0	0	0	2	0	7	0	0
LGALS16	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LGALS2	8	5	9	1	21	0	23	0	0	0	0	39	14	1	4	27
LGALS3	32	451	673	24	436	90	47	7	1347	1	218	237	693	7	1230	119
LGALS3BP	19	249	183	126	340	150	40	87	1291	51	400	73	565	28	2397	60
LGALS4	3	3	533	36	368	28	9	3	898	16	0	3	987	12	1	0
LGALS7	0	47	0	0	0	0	0	0	0	0	0	0	0	0	5	3
LGALS7B	0	17	0	0	0	0	0	0	0	0	0	1	0	0	6	1
LGALS8	211	572	525	677	972	1229	818	249	834	21	409	960	938	203	1550	682
LGALS9	29	36	158	33	131	152	144	53	355	19	241	107	80	7	178	56
LGALS9B	1	23	5	0	19	0	1	1	13	1	0	3	0	3	1	3
LGALS9C	3	40	4	2	7	0	13	0	4	7	1	5	0	1	12	2
LGALSL	44	1253	128	54	58	129	89	167	306	1	79	174	123	28	186	325
LGI1	11	1	1	3	0	0	6	0	1	0	0	7	0	16	2	2
LGI2	56	25	18	9	15	1	140	0	43	1	15	149	24	26	53	258
LGI3	1	2	0	1	0	0	2	0	3	0	0	2	0	4	6	1
LGI4	3	64	39	7	87	82	23	24	160	0	1	3	5	9	9	3
LGMN	45	302	240	298	284	290	87	59	1061	91	319	261	526	111	1075	194
LGR4	49	428	618	545	221	249	39	4	503	47	170	143	594	319	557	84
LGR5	22	20	274	11	251	3	30	18	545	0	1	30	103	13	4	6
LGR6	8	19	23	6	159	0	4	7	1	0	1	12	70	8	2	6
LGSN	15	0	3	23	44	90	8	0	1	0	0	4	14	47	0	2
LHB	0	1	0	0	0	0	2	0	1	0	0	0	0	1	7	0
LHCGR	19	0	3	3	0	0	18	0	0	0	0	1	1	27	1	0
LHFP	39	482	145	28	615	288	65	74	1226	6	74	203	96	22	223	123
LHFPL1	4	0	1	3	0	0	7	0	0	0	2	5	0	7	0	1
LHFPL2	65	565	289	104	361	249	445	149	890	15	430	415	935	46	2623	344
LHFPL3	12	6	5	5	3	2	2	0	13	0	0	3	4	19	0	1
LHFPL4	3	0	1	2	90	0	3	0	0	0	0	0	1	3	0	0
LHFPL5	13	3	3	7	1	8	18	0	9	0	2	2	4	9	9	2
LHPP	6	24	9	44	7	37	35	1	28	2	20	30	18	21	97	22
LHX1	3	0	3	1	0	0	1	0	20	0	0	0	0	4	78	0
LHX2	1	0	3	5	4	0	3	0	0	0	7	2	2	5	0	0
LHX3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LHX4	1	30	0	0	0	0	1	0	0	0	1	0	0	3	0	0
LHX5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0
LHX6	9	13	5	1	8	0	15	32	45	0	6	10	5	6	14	9
LHX8	12	0	1	1	0	0	24	0	0	1	3	52	2	13	0	25
LHX9	4	0	2	2	0	0	10	0	24	0	0	0	1	11	0	0
LIAS	17	27	9	33	76	2	56	1	55	7	48	101	45	27	78	41
LIF	11	214	180	88	232	99	26	2	451	2	22	15	148	14	188	17
LIFR	220	437	141	450	187	1229	339	119	323	52	224	1258	432	241	128	937
LIG1	46	103	88	60	133	141	180	118	101	0	244	154	42	18	290	80
LIG3	48	165	143	50	109	30	96	100	238	14	418	206	76	26	420	138
LIG4	71	132	208	57	185	123	267	9	123	12	143	339	308	36	624	219
LILRA1	8	7	7	6	10	23	49	6	4	0	2	30	11	26	9	14
LILRA2	1	0	0	7	1	0	0	0	0	0	1	3	5	8	11	1
LILRA3	0	0	0	8	0	0	6	0	1	0	0	0	1	0	21	0
LILRA4	6	1	0	0	0	0	23	0	0	0	1	31	17	3	1	20
LILRA5	4	4	3	5	6	23	2	0	71	0	6	2	10	5	42	1
LILRA6	9	12	10	14	50	5	15	1	13	0	19	16	28	21	89	8
LILRB1	35	25	12	22	33	61	283	43	92	1	56	204	26	20	147	78
LILRB2	12	30	14	27	28	43	76	18	34	0	46	53	27	17	111	24
LILRB3	4	7	12	19	26	64	6	0	23	0	50	16	22	11	92	7
LILRB4	14	7	20	19	19	141	62	1	77	2	189	81	34	8	410	50
LILRB5	5	37	3	29	20	44	5	1	30	0	21	12	7	16	73	8
LIM2	1	0	1	2	0	1	1	0	0	0	0	0	0	2	1	0
LIMA1	133	1823	832	134	658	331	371	88	1898	10	274	703	1174	59	1087	479
LIMCH1	77	258	84	44	323	122	93	124	266	15	111	174	320	89	645	148
LIMD1	128	199	279	493	388	319	562	3	568	57	634	817	403	143	1054	483
LIMD2	73	28	18	11	21	66	570	2	103	0	67	341	21	9	132	163
LIME1	2	3	7	48	13	15	17	1	9	0	11	15	19	22	55	17
LIMK1	26	131	90	13	64	11	101	26	123	34	85	122	93	4	844	59
LIMK2	49	413	251	244	239	388	151	9	411	23	262	197	247	38	689	188
LIMS1	147	900	577	206	800	686	663	91	1221	49	481	916	675	74	1829	701
LIMS2	5	50	15	36	5	67	43	5	70	13	15	32	15	11	37	16
LIMS3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0
LIMS3L	0	6	2	0	1	0	1	0	1	0	0	0	1	3	0	0
