Feature.ID	B1_Total_Exon_Reads_fwd_RNA.Seq	B2_Total_Exon_Reads_fwd_RNA.Seq	B3_Total_Exon_Reads_fwd_RNA.Seq	B4_Total_Exon_Reads_fwd_RNA.Seq	B5_Total_Exon_Reads_fwd_RNA.Seq	B6_Total_Exon_Reads_fwd_RNA.Seq	B7_Total_Exon_Reads_fwd_RNA.Seq	B8_Total_Exon_Reads_fwd_RNA.Seq	B9_Total_Exon_Reads_fwd_RNA.Seq	B10_Total_Exon_Reads_fwd_RNA.Seq
FAM131B	2	0	8	0	2	18	17	14	19	32
FAM131C	0	0	2	0	0	1	1	1	1	0
FAM132A	1	2	1	2	1	0	2	0	1	3
FAM132B	0	0	1	0	0	3	1	0	0	2
FAM133A	2	0	1	1	68	7	6	7	9	16
FAM133B	497	460	187	354	328	33	193	319	51	1254
FAM134A	976	926	154	170	215	71	334	208	92	1598
FAM134B	148	14	183	1	20	23	106	170	36	105
FAM134C	1138	1572	448	543	487	95	406	630	145	3455
FAM135A	970	837	496	1101	774	72	625	213	169	3793
FAM135B	9	2	15	0	1	46	28	9	42	55
FAM136A	453	529	128	352	500	24	182	307	58	1543
FAM13A	2378	2427	2264	2970	1051	281	654	589	231	11622
FAM13B	3291	1614	591	1426	846	100	1226	700	225	2492
FAM13C	119	65	12	12	153	8	34	31	36	83
FAM149A	173	345	20	2	25	11	75	50	22	259
FAM149B1	503	439	182	203	255	35	213	156	62	1157
FAM150A	56	19	15	15	32	0	34	37	4	195
FAM150B	10	10	1	3	2	6	15	5	2	32
FAM151A	4	1	2	4	2	2	3	4	2	14
FAM151B	20	31	11	19	15	6	19	11	6	45
FAM153A	2	0	3	0	1	12	14	7	22	5
FAM153B	2	1	4	1	2	17	24	5	15	10
FAM154A	2	1	1	0	0	2	5	4	6	3
FAM154B	4	2	6	1	11	10	13	19	23	53
FAM155A	137	80	4	7	2	10	32	9	11	37
FAM155B	25	21	71	6	6	4	17	22	9	32
FAM156A	240	136	92	345	228	27	136	312	47	225
FAM156B	0	2	1	1	1	1	0	0	0	1
FAM157A	11	2	5	20	23	5	16	32	13	35
FAM157B	11	2	6	1	4	9	10	11	7	21
FAM159A	0	0	1	0	1	0	1	1	3	1
FAM159B	1	0	2	0	0	1	2	1	0	0
FAM160A1	358	281	175	414	149	46	144	194	99	1892
FAM160A2	118	70	34	163	53	14	81	72	28	136
FAM160B1	822	543	355	480	440	43	347	347	115	2187
FAM160B2	180	74	53	177	55	25	107	31	15	267
FAM161A	141	38	21	47	182	11	36	65	16	99
FAM161B	111	110	27	35	34	18	62	116	30	152
FAM162A	698	1715	323	522	489	84	343	247	111	1574
FAM162B	11	27	1	0	20	4	11	8	4	43
FAM163A	0	0	6	0	1	5	2	10	6	6
FAM163B	1	0	0	0	0	0	0	1	0	0
FAM165B	124	114	35	43	156	5	44	55	18	220
FAM166A	9	5	1	2	6	2	5	6	1	14
FAM166B	4	0	1	1	3	1	2	0	1	4
FAM167A	1	2	3	3	0	8	8	1	12	7
FAM167B	3	6	2	4	4	1	5	2	0	13
FAM168A	115	114	24	81	61	9	46	70	18	239
FAM168B	1429	1809	569	681	644	104	445	271	159	3665
FAM169A	2005	5481	25	989	174	36	1054	413	125	1531
FAM169B	1	0	7	0	0	16	17	6	18	18
FAM170A	1	0	3	0	0	12	1	4	4	4
FAM170B	0	0	0	0	0	0	1	0	1	2
FAM171A1	108	458	3	8	10	8	46	19	9	47
FAM171A2	1	9	5	1	11	2	5	7	0	16
FAM171B	149	823	61	76	89	29	104	577	63	242
FAM172A	1117	911	497	485	436	58	400	340	100	1143
FAM173A	19	25	11	9	2	0	2	2	2	33
FAM173B	283	330	92	130	171	20	139	203	59	657
FAM174A	201	201	123	58	47	17	78	46	20	314
FAM174B	1252	1034	322	339	386	33	499	298	122	1656
FAM175A	399	545	150	97	136	38	124	128	36	517
FAM175B	497	488	227	262	242	33	235	253	76	1594
FAM176A	2	53	15	0	3	7	12	5	10	12
FAM176B	13	23	3	5	5	2	4	7	2	40
FAM176C	24	17	4	4	3	9	14	9	14	17
FAM177A1	2070	1065	153	399	277	40	329	663	101	889
FAM177B	3	0	10	2	5	5	20	7	15	19
FAM178A	1529	1274	628	699	1089	106	680	1226	222	3796
FAM178B	1	0	6	0	0	13	12	6	12	8
FAM179A	1	1	3	1	0	12	13	5	5	5
FAM179B	1109	876	536	635	354	68	686	700	145	1505
FAM180A	0	5	4	0	1	4	5	2	4	16
FAM180B	0	0	1	0	0	0	2	3	5	1
FAM181A	0	0	1	1	0	3	2	1	6	5
FAM181B	48	29	14	4	4	3	14	0	8	46
FAM183A	0	5	3	15	9	1	10	4	4	2
FAM184A	29	9	55	5	84	20	77	79	45	77
FAM184B	7	0	11	8	1	11	16	5	11	41
FAM185A	312	147	78	170	166	12	176	103	33	381
FAM186A	6	0	8	2	3	22	30	16	40	23
FAM186B	6	1	7	3	8	6	13	1	12	9
FAM187B	0	2	1	0	0	0	1	1	2	2
FAM188A	562	452	228	292	330	39	316	191	69	1194
FAM188B	70	64	45	72	83	14	54	126	20	101
FAM189A1	17	22	5	7	2	13	7	27	12	4
FAM189A2	88	20	7	1	1	13	30	46	28	26
FAM189B	50	16	42	84	19	2	35	68	17	116
FAM18A	6	7	5	4	3	11	7	3	16	11
FAM18B1	1598	1464	671	886	638	36	593	962	107	5395
FAM18B2	53	43	2	45	12	1	17	6	4	50
FAM18B2-CDRT4	408	164	123	315	186	13	219	59	50	609
FAM190A	3527	1069	1146	1660	779	126	1427	1806	370	5408
FAM190B	1229	1107	526	959	619	90	538	499	200	3881
FAM192A	1147	1092	329	730	731	62	480	381	134	1899
FAM193A	478	241	176	419	293	40	251	135	74	1255
FAM193B	122	54	52	117	126	18	76	124	21	165
FAM194A	1	3	3	1	1	6	11	8	10	31
FAM194B	0	0	13	0	1	43	27	93	46	30
FAM195A	21	33	40	40	9	3	15	12	3	64
FAM195B	48	97	12	33	70	7	18	57	14	229
FAM196A	8	3	18	20	9	20	38	24	17	25
FAM196B	0	0	10	0	0	10	11	5	23	17
FAM197Y1	2	0	10	0	1	28	3	0	19	13
FAM197Y3	0	0	2	0	0	7	1	0	0	1
FAM197Y4	0	0	3	0	0	7	0	0	2	1
FAM197Y6	0	0	1	0	2	2	1	0	0	2
FAM197Y7	0	0	0	0	0	9	1	0	1	0
FAM197Y8	1	0	1	0	0	1	0	0	3	0
FAM197Y9	0	0	1	0	0	0	0	0	5	1
FAM198A	5	25	1	8	46	6	5	48	18	10
FAM198B	307	784	140	104	226	48	155	109	118	2874
FAM199X	2378	2077	1025	999	1693	119	1059	1002	270	7955
FAM19A1	2	1	7	2	0	19	15	8	22	44
FAM19A2	41	21	20	6	2	36	41	23	29	70
FAM19A3	0	4	2	0	3	2	4	1	1	1
FAM19A4	1	0	7	0	0	5	14	2	11	18
FAM19A5	6	6	1	0	1	4	11	3	4	32
FAM200A	251	195	83	145	114	17	113	120	51	558
FAM200B	483	375	250	394	288	32	231	63	79	1310
FAM203A	62	169	23	34	35	6	17	19	5	166
FAM203B	3	27	8	7	3	2	9	8	6	12
FAM204A	957	891	353	468	632	50	422	415	108	2277
FAM205A	1	0	2	0	0	14	17	7	19	8
FAM206A	228	185	46	175	118	9	79	102	23	260
FAM207A	39	67	21	15	64	4	29	36	5	82
FAM208A	3492	3221	1593	1720	2246	204	1385	1793	341	7196
FAM208B	1944	1851	954	1266	1319	138	1394	1339	275	6171
FAM209A	1	0	0	2	1	5	1	0	3	4
FAM209B	0	0	1	1	1	2	4	2	4	7
FAM20A	8	9	12	13	18	14	21	17	23	36
FAM20B	2260	3575	1019	988	943	150	797	2723	230	4664
FAM20C	18	20	1	14	9	1	17	9	6	24
FAM210A	296	327	127	172	145	26	115	90	38	716
FAM210B	1353	1475	261	368	864	59	520	156	149	2433
FAM211A	9	3	5	6	16	4	19	8	8	13
FAM211B	0	1	0	5	0	1	1	2	2	7
FAM212A	43	49	15	14	20	6	18	1	4	126
FAM212B	109	52	33	26	68	16	54	18	28	145
FAM213A	4213	3492	6221	1431	1119	115	2060	285	216	6632
FAM213B	201	260	213	132	51	32	119	81	44	291
FAM214A	1010	967	437	591	751	58	479	553	228	3994
FAM214B	116	75	26	38	34	9	58	34	19	133
FAM216A	10	14	8	14	30	2	12	15	1	29
FAM216B	1	0	3	0	0	14	8	13	25	17
FAM217A	0	0	4	0	0	8	5	2	8	7
FAM217B	318	307	108	249	316	18	155	71	61	1482
FAM218A	24	1	6	0	0	11	38	10	10	25
FAM219A	64	58	33	83	94	5	31	129	12	154
FAM219B	940	973	296	808	667	38	623	346	136	2050
FAM21A	1531	652	342	595	904	93	545	255	151	2310
FAM21B	57	258	121	370	19	3	13	15	33	1155
FAM21C	1764	910	422	1028	983	102	612	289	165	3087
FAM220A	171	171	68	75	123	8	62	116	18	586
FAM221A	185	166	51	164	258	4	87	66	23	321
FAM221B	2	2	9	10	1	7	13	8	13	10
FAM222A	6	16	3	11	5	5	4	22	5	28
FAM222B	138	64	52	157	61	15	92	122	35	326
FAM227A	62	54	29	85	180	45	95	97	47	139
FAM227B	23	5	12	4	6	11	26	22	18	50
FAM228A	27	1	3	0	3	2	6	5	0	9
FAM228B	130	114	36	27	154	7	48	131	21	68
FAM22A	21	18	10	22	0	3	8	10	14	71
FAM22D	51	5	32	40	14	26	59	19	42	70
FAM22F	1	0	0	0	3	1	1	0	1	2
FAM22G	5	4	6	5	7	9	14	7	11	6
FAM24A	0	0	6	0	0	4	4	1	8	3
FAM24B	35	8	18	48	54	2	15	25	15	68
FAM25A	0	63	1	5	12	1	1	0	2	141
FAM25B	1	0	2	1	0	1	1	0	1	45
FAM25C	0	2	0	1	0	2	2	0	3	56
FAM25G	1	1	1	0	1	0	0	0	1	54
FAM26D	1	0	0	0	0	8	7	4	12	23
FAM26E	10	30	5	9	15	19	15	12	27	75
FAM26F	49	22	0	12	27	6	12	14	7	43
FAM27E3	2	0	9	3	22	19	36	9	30	26
FAM27E4P	0	0	0	0	0	3	2	1	0	2
FAM32A	1267	1149	400	586	847	52	337	382	89	3352
FAM35A	660	1047	353	462	826	59	422	431	135	2402
FAM3A	121	85	52	65	65	6	56	35	20	300
FAM3B	2789	1851	1036	689	1459	82	1126	80	203	4099
FAM3C	2277	3363	604	897	516	167	517	973	157	8394
FAM3D	192	1402	42	26	147	38	15	8	25	629
FAM40A	566	421	200	393	300	49	278	299	73	988
FAM40B	15	9	26	32	88	31	31	89	37	82
FAM43A	36	21	0	5	15	1	20	10	4	42
FAM43B	0	2	0	0	0	1	4	2	2	3
FAM45A	713	612	173	230	293	37	240	357	87	2372
FAM46A	754	486	360	497	167	44	277	216	83	1188
FAM46B	4	2	1	2	7	1	7	6	5	7
FAM46C	195	346	60	44	42	27	79	49	48	112
FAM46D	19	18	3	6	5	9	9	4	9	23
FAM47A	0	0	1	0	0	3	6	4	3	4
FAM47B	0	0	0	0	0	1	2	4	3	4
FAM47C	0	0	1	1	0	3	2	4	1	3
FAM47E	58	42	15	19	23	14	32	31	15	93
FAM47E-STBD1	471	675	116	111	166	21	112	634	61	1077
FAM48A	1144	635	459	1159	708	80	601	692	155	2358
FAM48B1	0	0	0	0	0	0	2	1	5	1
FAM48B2	1	0	1	0	0	2	1	4	4	4
FAM49A	83	343	22	107	46	24	37	90	66	717
FAM49B	1065	2899	373	595	625	99	458	305	168	3018
FAM50A	329	310	126	134	409	11	134	254	37	676
FAM50B	72	37	36	5	0	2	27	1	1	7
FAM53A	4	2	3	2	10	2	3	9	2	23
FAM53B	430	531	200	316	276	33	226	176	58	1768
FAM53C	403	313	170	278	191	41	112	144	72	607
FAM54A	24	32	11	57	58	16	10	88	18	113
FAM54B	314	239	80	142	149	15	135	177	43	467
FAM57A	133	241	35	62	104	17	50	93	39	512
FAM57B	0	0	1	1	1	4	2	1	3	0
FAM58A	111	108	50	45	60	11	54	71	9	257
FAM58BP	1	0	1	0	0	0	4	0	2	1
FAM59A	3414	1601	867	1918	1133	118	814	408	257	10878
FAM59B	57	12	26	30	44	13	50	66	33	45
FAM5B	16	0	32	1	1	13	85	13	19	16
FAM5C	3	1	14	4	0	10	31	10	24	38
FAM60A	2544	3013	1235	1361	1693	121	939	527	215	4229
FAM63A	601	737	246	229	541	28	317	230	98	667
FAM63B	4464	1965	655	887	1017	44	863	890	289	4720
FAM64A	10	21	14	27	67	3	7	49	5	70
FAM65A	158	53	30	199	65	13	63	53	28	489
FAM65B	43	86	15	18	9	25	27	65	38	33
FAM65C	9	6	7	29	22	11	19	21	18	32
FAM69A	35	68	60	21	28	7	33	78	18	65
FAM69B	5	6	6	4	2	1	2	5	2	3
FAM69C	0	0	2	0	0	4	5	2	4	1
FAM70A	6	3	1	2	3	7	9	6	10	13
FAM70B	4	7	3	2	2	2	7	2	5	3
FAM71A	1	23	5	51	1	13	24	7	9	4
FAM71B	0	0	2	0	0	12	4	4	10	5
FAM71C	2	0	5	0	1	18	8	4	9	10
FAM71D	1	1	7	6	1	4	11	9	18	14
FAM71E1	10	1	4	1	10	0	7	1	4	17
FAM71E2	1	0	0	2	0	5	6	3	2	5
FAM71F1	1	0	3	3	0	10	5	7	9	5
FAM71F2	25	1	4	21	1	1	10	3	5	37
FAM72A	28	57	17	123	107	14	16	83	19	137
FAM72B	22	48	12	44	77	13	24	111	15	136
FAM72D	20	40	16	85	104	12	12	181	12	128
FAM73A	1061	902	416	513	606	69	353	734	96	2571
FAM73B	155	108	22	145	133	6	83	149	16	161
FAM76A	244	288	64	122	201	19	135	203	21	399
FAM76B	590	491	268	322	576	21	323	407	90	1502
FAM78A	12	10	3	7	10	3	13	7	4	20
FAM78B	128	7	5	97	29	3	3	152	1	26
FAM81A	5	90	10	2	18	8	14	14	10	21
FAM81B	7	1	8	0	1	13	17	8	14	19
FAM82A1	168	194	80	38	81	21	141	112	59	407
FAM82A2	318	288	85	69	154	10	137	149	45	462
FAM82B	982	1459	262	410	226	56	383	270	83	1387
FAM83A	6	28	488	3	0	15	10	4	10	95
FAM83B	2357	1108	646	1044	673	83	661	359	232	7777
FAM83C	39	22	71	46	22	6	25	4	11	217
FAM83D	95	160	55	163	370	22	27	286	25	589
FAM83E	0	7	6	1	0	0	4	2	0	2
FAM83F	210	236	46	142	115	7	104	88	35	643
FAM83G	110	73	102	88	58	0	43	80	12	90
FAM83H	939	2205	420	810	229	58	321	152	117	3008
FAM84A	872	1333	553	1662	1168	198	152	49	217	13436
FAM84B	1393	5888	726	1018	1344	152	581	1094	118	4271
FAM86A	81	106	36	33	11	11	46	40	18	159
FAM86B1	63	44	27	12	10	6	14	7	17	73
FAM86B2	11	8	13	4	4	4	4	5	8	20
FAM86C1	39	62	17	40	21	24	20	22	18	109
FAM89A	103	46	14	107	24	9	34	8	19	386
FAM89B	48	49	10	21	27	0	12	34	8	143
FAM8A1	509	523	156	232	279	35	207	214	66	1430
FAM90A1	0	1	18	1	0	5	22	5	9	8
FAM91A1	1343	3674	565	1088	916	139	632	906	207	4832
FAM92A1	223	107	67	20	180	12	111	106	28	117
FAM92B	2	1	2	2	1	6	7	1	9	8
FAM96A	535	628	259	285	404	41	253	230	88	1708
FAM96B	99	115	33	60	62	4	40	44	12	372
FAM98A	727	670	235	313	343	32	214	186	93	1420
FAM98B	191	176	95	146	119	13	93	78	39	453
FAM98C	64	38	27	21	31	2	32	39	7	150
FAM9A	3	0	1	2	0	2	1	4	5	6
FAM9B	0	0	4	0	0	5	4	13	6	2
FAM9C	1	0	3	3	3	3	10	509	5	12
FAN1	537	500	300	376	636	44	342	230	123	1010
FANCA	98	60	46	243	250	23	60	308	48	222
FANCB	40	40	19	60	225	6	20	115	21	163
FANCC	66	57	13	61	121	13	51	163	25	49
FANCD2	452	479	170	493	689	97	205	962	132	1068
FANCE	46	46	23	40	72	9	24	100	12	94
FANCF	449	430	114	162	128	25	174	146	34	552
FANCG	85	63	19	72	90	7	28	123	24	129
FANCI	538	536	311	527	1327	63	141	1242	169	1633
FANCL	880	821	377	676	1302	46	502	852	100	5069
FANCM	292	251	137	221	229	38	176	323	63	517
FANK1	123	123	73	78	65	15	86	41	30	201
FAP	17	27	15	15	34	27	33	25	56	105
FAR1	3379	2268	1279	1760	1354	193	1176	1057	366	3662
FAR2	32	18	25	915	458	20	43	128	35	43
FARP1	3449	850	145	2366	1064	45	538	807	190	1327
FARP2	590	345	67	216	113	49	285	252	85	991
FARS2	262	257	99	196	138	18	166	159	38	477
FARSA	258	351	156	209	272	16	89	124	37	754
FARSB	414	720	129	182	446	46	292	332	94	855
FAS	229	97	98	98	18	19	267	19	33	715
FASLG	2	11	4	1	1	12	7	20	6	13
FASN	659	990	763	1640	625	40	231	619	173	5855
FASTK	90	92	23	70	45	8	58	73	11	222
FASTKD1	383	322	254	494	274	28	324	153	65	805
FASTKD2	1087	938	516	334	467	79	605	293	135	2077
FASTKD3	177	115	75	110	111	14	98	134	31	429
FASTKD5	19	63	10	2	17	2	3	6	1	37
FAT1	28883	14590	16294	16815	5432	1095	7809	4680	2309	55628
FAT2	929	1210	2293	472	20	205	1903	21	198	674
FAT3	43	100	61	35	84	46	44	62	131	622
FAT4	154	138	122	48	38	73	190	217	122	548
FATE1	0	1	0	0	1	1	2	3	1	3
FAU	2054	1965	793	1098	590	111	669	319	141	2585
FAXC	24	11	24	2	9	35	41	41	46	78
FBF1	56	34	26	21	8	11	36	31	14	70
FBL	488	802	174	472	365	18	175	119	59	801
FBLIM1	373	149	124	145	78	11	199	261	46	492
FBLN1	1702	794	17	332	599	163	78	1372	104	1835
FBLN2	37	97	11	9	5	7	17	85	13	359
FBLN5	55	107	7	5	8	9	32	16	8	100
FBLN7	5	4	6	0	0	4	11	6	4	9
FBN1	148	371	48	250	169	75	129	208	146	615
FBN2	274	31	95	16	12	75	67	85	93	501
FBN3	1	1	6	0	1	17	14	9	18	13
FBP1	1275	854	145	904	304	13	363	368	73	1048
FBP2	0	1	1	2	4	1	3	17	5	5
FBRS	136	91	62	203	64	8	54	125	19	490
FBRSL1	106	113	41	117	70	4	56	141	29	233
FBXL12	103	54	40	62	47	7	53	59	10	363
FBXL13	99	29	20	19	9	15	54	31	21	118
FBXL14	86	96	43	39	53	6	46	27	20	175
FBXL15	21	9	10	13	8	3	10	12	4	41
FBXL16	0	10	3	3	1	2	4	1	3	3
FBXL17	753	707	457	488	213	62	369	192	107	1087
FBXL18	79	65	39	60	69	13	40	81	17	237
FBXL19	148	135	92	215	91	18	71	162	34	538
FBXL2	225	57	28	14	62	13	102	76	28	36
FBXL20	931	684	277	703	520	59	470	562	103	1709
FBXL21	1	0	3	1	0	10	10	8	20	9
FBXL22	2	17	1	3	8	3	9	20	3	17
FBXL3	1513	1559	524	829	590	94	499	549	137	3550
FBXL4	682	413	122	397	312	43	265	230	66	985
FBXL5	2700	2609	858	1128	1170	91	1156	416	229	7413
FBXL6	24	95	22	28	26	10	22	19	11	56
FBXL7	9	5	10	6	5	7	9	20	17	20
FBXL8	1	2	1	16	5	0	9	1	2	2
FBXO10	35	59	12	29	16	17	40	39	18	45
FBXO11	2559	1340	1119	1332	1296	111	858	1368	284	8226
FBXO15	10	1	9	1	4	8	16	1	15	30
FBXO16	67	36	34	70	59	18	69	21	23	97
FBXO17	30	9	7	11	0	6	5	14	9	17
FBXO18	833	573	318	573	675	45	394	607	125	1912
FBXO2	9	2	3	0	10	3	7	3	3	1
FBXO21	1443	1144	404	638	739	69	497	562	155	3786
FBXO22	476	418	256	364	495	28	529	279	110	901
FBXO24	3	3	4	2	1	7	12	5	5	17
FBXO25	492	351	126	217	145	42	185	82	49	962
FBXO27	79	50	6	47	28	12	22	6	11	277
FBXO28	1168	1648	867	793	523	76	558	295	144	3475
FBXO3	841	713	304	393	345	53	395	215	92	1033
FBXO30	514	429	233	303	317	43	185	573	77	1216
FBXO31	177	145	65	125	85	19	86	76	26	318
FBXO32	503	1532	220	251	114	79	136	156	54	872
FBXO33	683	484	97	284	209	25	253	259	60	918
FBXO34	830	968	345	431	312	49	500	528	102	1647
FBXO36	48	70	18	9	15	7	21	19	11	176
FBXO38	1837	932	533	908	559	91	751	311	188	2449
FBXO39	0	0	4	0	0	4	10	0	3	17
FBXO4	158	160	80	100	142	8	99	82	35	310
FBXO40	0	0	14	1	0	27	20	15	29	26
FBXO41	99	55	71	109	112	16	93	77	27	236
FBXO42	158	144	76	137	119	18	134	197	28	339
FBXO43	3	2	11	4	4	7	10	10	13	13
FBXO44	46	21	32	48	47	11	74	28	16	67
FBXO45	463	765	174	316	512	46	184	402	101	1476
FBXO46	113	82	36	97	108	6	43	63	19	197
FBXO47	0	0	5	0	1	7	9	9	7	11
FBXO48	53	26	20	23	26	9	18	32	15	124
FBXO5	135	141	68	96	171	10	39	351	26	630
FBXO6	19	31	15	17	20	1	12	9	3	39
FBXO7	1036	789	445	487	364	70	568	478	147	2522
FBXO8	509	473	176	147	140	28	181	91	37	1058
FBXO9	767	511	410	493	361	69	416	530	100	1682
FBXW10	6	5	16	7	0	10	13	19	38	42
FBXW11	1175	1159	526	715	533	52	599	210	160	1810
FBXW12	1	0	1	0	0	10	7	4	9	15
FBXW2	1602	1512	252	901	826	75	752	585	123	2307
FBXW4	341	206	119	144	123	24	125	207	34	446
FBXW5	271	265	37	177	106	11	100	113	18	337
FBXW7	1415	1267	408	660	872	86	778	486	179	5098
FBXW8	283	235	100	255	172	37	184	127	56	483
FBXW9	7	19	8	19	19	2	6	6	3	51
FCAMR	0	0	12	0	0	9	12	7	18	15
FCAR	4	1	4	2	1	13	5	5	4	11
FCER1A	16	48	5	0	1	4	18	8	10	22
FCER1G	18	46	8	19	11	3	40	13	8	39
FCER2	0	0	3	0	0	4	5	4	3	7
FCF1	493	585	195	353	193	56	191	219	83	690
FCGBP	48	251	74	127	13	49	60	149	40	36
FCGR1A	6	13	19	17	7	10	52	14	25	25
FCGR1B	1	3	6	2	4	23	16	17	25	18
FCGR2A	45	127	47	116	59	44	152	74	51	108
FCGR2B	14	31	11	29	6	19	26	16	21	36
FCGR3A	28	73	25	44	37	16	141	37	29	51
FCGR3B	8	47	13	14	6	10	15	17	17	34
FCGRT	198	161	121	40	164	9	108	96	25	482
FCHO1	53	34	57	68	58	11	47	10	28	149
FCHO2	1603	1560	657	824	648	85	780	466	178	2409
FCHSD1	431	118	114	355	249	24	255	103	65	467
FCHSD2	498	469	232	593	257	115	221	372	96	1761
FCN1	2	55	1	2	5	1	8	12	2	5
FCN2	1	0	0	0	0	1	4	1	1	0
FCN3	1	1	2	2	1	5	2	1	6	2
FCRL1	0	1	6	0	0	16	22	21	14	18
FCRL2	0	0	9	0	0	14	12	19	18	27
FCRL3	2	2	13	6	1	20	13	19	23	51
FCRL4	0	0	12	0	0	24	29	25	30	49
FCRL5	5	0	13	0	0	26	40	32	31	36
FCRL6	0	3	4	2	0	6	3	13	4	9
FCRLA	0	8	8	4	3	10	18	13	15	10
FCRLB	154	414	57	196	51	11	16	13	56	319
FDCSP	0	0	2	0	0	8	3	5	7	17
FDFT1	1560	3133	754	1200	626	124	686	641	274	6305
FDPS	607	1047	387	350	377	30	298	573	80	886
FDX1	604	583	294	219	148	23	338	229	91	1003
FDX1L	36	63	25	24	57	2	26	47	9	145
FDXACB1	116	85	50	68	60	8	96	40	29	235
FDXR	74	132	68	75	106	10	66	38	27	305
FECH	326	324	204	188	150	32	179	139	84	799
FEM1A	349	428	115	250	191	37	125	143	50	1218
FEM1B	910	1138	586	426	487	60	379	358	205	3536
FEM1C	929	1001	680	501	375	55	256	438	147	1457
FEN1	149	219	87	117	185	21	42	299	23	545
FER	729	251	451	295	369	38	351	253	82	515
FER1L5	3	0	15	0	1	20	31	11	32	30
FER1L6	11	20	122	1	1	67	47	28	49	125
FERD3L	1	0	0	0	0	1	0	0	1	1
FERMT1	1750	1422	402	1009	1128	125	910	237	251	4371
FERMT2	216	195	9	33	83	13	86	274	22	201
FERMT3	13	30	1	25	9	2	16	8	5	23
FES	146	79	17	33	30	12	45	66	19	367
FETUB	0	0	3	0	1	14	10	4	19	13
FEV	1	0	0	0	0	0	0	0	2	1
FEZ1	135	103	26	387	152	7	52	21	28	61
FEZ2	863	988	313	583	526	66	433	429	142	2562
FEZF1	0	0	6	0	0	4	5	1	9	6
FEZF2	3	0	1	1	0	4	5	1	3	3
FFAR1	0	0	0	0	0	0	1	1	0	1
FFAR2	0	4	3	12	0	4	7	9	9	24
FFAR3	0	0	0	0	1	1	3	1	0	4
FGA	0	1	9	0	0	24	11	7	38	75
FGB	1	0	7	0	1	18	20	8	27	54
FGD1	23	4	32	25	26	7	7	100	6	73
FGD2	81	83	9	17	13	7	93	5	12	45
FGD3	295	298	24	252	202	10	192	298	45	670
FGD4	1114	629	327	84	191	52	348	465	88	626
FGD5	356	971	194	170	66	33	35	102	86	111
FGD6	208	940	182	364	200	109	200	408	86	662
FGF1	2	20	28	7	5	17	23	16	30	43
FGF10	2	0	1	0	0	2	5	5	4	13
FGF11	43	12	232	42	36	5	16	25	11	94
FGF12	53	11	161	74	34	16	34	207	30	1154
FGF13	8	15	24	2	1	9	7	9	14	37
FGF14	1	4	8	0	1	8	13	10	24	30
FGF16	0	0	1	0	0	0	1	1	1	0
FGF17	2	0	0	0	1	0	4	1	1	2
FGF18	1	0	1	0	0	0	4	2	5	0
FGF19	0	0	1	0	0	8	2	2	2	2
FGF2	18	31	9	4	10	10	24	24	27	86
FGF20	0	0	2	1	0	11	8	2	7	12
FGF21	0	0	0	0	0	2	3	0	3	1
FGF23	1	0	2	0	1	4	10	6	11	7
FGF3	1	0	4	0	0	1	0	0	2	0
FGF4	0	0	4	0	0	1	0	1	0	0
FGF5	1	0	1	0	0	14	11	12	13	48
FGF6	1	0	0	1	0	2	5	0	1	3
FGF7	29	44	7	55	17	26	42	40	33	64
FGF8	0	0	2	1	0	0	7	1	0	2
FGF9	14	16	10	0	0	14	30	21	17	28
FGFBP1	0	5	5	1	0	5	4	1	7	9
FGFBP2	0	0	1	0	0	3	1	0	1	3
FGFBP3	15	13	10	12	11	5	11	11	8	41
FGFR1	61	98	15	17	17	21	29	72	21	145
FGFR1OP	294	285	100	262	305	17	203	301	70	724
FGFR1OP2	853	943	349	433	485	63	443	298	102	2491
FGFR2	953	525	611	356	5	84	135	107	136	142
FGFR3	4222	266	2674	2633	18	165	2048	665	672	9328
FGFR4	3	10	2	1	0	3	12	5	3	14
FGFRL1	136	87	35	22	14	7	80	128	8	94
FGG	1	0	2	0	0	8	11	4	16	27
FGGY	194	122	78	48	56	36	93	39	49	105
FGL1	0	0	2	0	0	2	3	2	2	9
FGL2	1620	926	66	44	90	22	113	38	58	532
FGR	32	17	52	10	15	13	38	8	26	140
FH	550	1007	740	635	418	34	259	238	76	1026
FHAD1	125	101	59	113	163	35	77	110	44	83
FHDC1	283	156	52	482	129	19	78	338	36	1350
FHIT	32	49	25	45	39	9	26	8	16	36
FHL1	88	79	7	8	7	4	28	31	15	51
FHL2	1260	987	1177	609	508	44	107	40	54	1168
FHL3	12	17	5	10	11	4	7	15	4	33
FHL5	10	24	1	5	6	8	14	24	13	35
FHOD1	18	33	7	54	25	7	22	12	9	81
FHOD3	428	253	30	44	138	37	227	45	102	286
FIBCD1	0	0	2	0	0	1	3	4	0	4
FIBIN	13	7	5	3	4	12	9	7	13	12
FIBP	242	291	94	151	145	20	107	86	26	713
FICD	13	17	11	16	9	2	6	17	6	42
FIG4	960	767	106	385	713	65	388	264	136	1656
FIGF	23	5	6	47	22	4	7	9	10	9
FIGLA	0	0	0	0	0	4	7	4	9	4
FIGN	556	5	21	359	77	22	35	14	47	326
FIGNL1	395	562	284	325	870	51	163	952	74	1331
FIGNL2	1	28	2	1	23	1	4	27	8	7
FILIP1	19	61	20	22	28	37	27	40	54	106
